detection_type,mass,radius,orbital_period,semi_major_axis,eccentricity,inclination,discovered,omega,star_distance,star_mass,star_radius,star_age,star_teff
Radial Velocity,2.89,,434.5,1.13,0.2,,2016,211.0,64.98,1.02,0.95,11.0,5426.0
Radial Velocity,6.43,,270.0,0.94,0.63,,2015,295.0,110.6,1.5,1.93,1.76,6317.0
Radial Velocity,3.53,,8100.0,5.42,0.734,,2011,202.3,42.3,,,,
Radial Velocity,48.7,,72.8322,0.344,0.1373,,2012,-102.44,47.1149,1.07,0.916,2.35,5904.0
Radial Velocity,1.6,,416.1,1.3,0.03,,2007,34.0,50.0,1.64,4.3,2.2,5020.0
Radial Velocity,60.4,,4437.8,5.65,0.339,112.3,2007,,,,,,
Radial Velocity,2.85,,1815.0,2.877,0.182,28.7,2010,280.0,34.8,0.96,1.7,11.0,5474.0
Radial Velocity,0.85,,20.6532,0.1512,0.149,,2022,58.0,108.4,1.08,9.7,5.3,4830.0
Radial Velocity,0.0299,,15.1479,0.1192,0.121,,2021,13.0,23.3032,1.04,1.173,,5808.0
Radial Velocity,7.659,,58.11247,0.2931,0.52883,,1998,172.923,37.38,0.995,1.51,9.8,5591.0
Radial Velocity,29.463,,1749.83,2.8373,0.2113,35.7,2001,64.87,37.38,0.995,1.51,9.8,5591.0
Radial Velocity,0.23,,6.403,0.065,0.081,,2002,16.3,43.12,0.88,1.12,3.75,5610.0
Radial Velocity,63.983,,9286.7,8.399,0.181,6.151,2022,194.141,56.2519,0.91,0.855,,5310.64
Radial Velocity,6.78,,14773.9,10.961,0.187,,2022,134.572,39.8979,0.8,0.777,,4905.0
Radial Velocity,9.065,,6707.49126,6.443,0.665,19.657,2022,281.661,39.7401,0.79,0.775,,4866.12
Radial Velocity,6.1,,533.0,1.3,0.64,,2010,122.0,319.0,1.09,16.7,6.7,4393.0
Radial Velocity,2.88,,225.62,0.81,0.31,,2000,148.0,36.32,1.4,1.84,4.95,6266.0
Radial Velocity,4.04,,2102.0,3.6,0.33,,2003,252.0,36.32,1.4,1.84,4.95,6266.0
Radial Velocity,0.67,,1145.0,2.24,0.11,,2007,34.0,64.97,1.14,1.22,6.7,5810.0
Radial Velocity,4.6,,359.9,1.29,0.166,,2007,347.4,109.0,2.3,,,4650.0
Radial Velocity,1.98,,550.0,1.32,0.59,,2007,304.0,90.0,0.99,1.95,8.0,5663.0
Radial Velocity,2.6,,1523.0,2.54,0.4,,2009,47.0,50.28,0.943,,4.92,5467.0
Radial Velocity,2.7,,323.6,1.16,0.21,,2009,254.0,135.0,2.0,13.5,,4683.0
Radial Velocity,4.2,,582.0,1.7,0.4,,2022,94.0,234.0,1.8,26.6,1.7,4308.0
Radial Velocity,10.2,,1275.0,2.4,0.529,38.6,2010,342.0,67.02,1.102,,,
Radial Velocity,4.6,,349.5,0.98,0.22,,2016,162.0,272.0,1.02,23.5,8.7,4301.0
Radial Velocity,0.61,,297.3,1.03,0.33,,2007,183.0,128.0,1.65,3.85,1.9,5060.0
Radial Velocity,0.0283,,29.01,,0.11,,2015,142.2,45.27,0.71,0.71,10.32,5392.0
Radial Velocity,61.8,,1354.48,3.36,0.3714,41.3,2012,348.4,168.0,2.7,,,6844.0
Radial Velocity,0.87,,623.8,1.42,0.0,,2017,,44.5,0.98,1.18,8.4,5904.0
Radial Velocity,0.0181,,6.4898,0.06296,0.066,,2017,249.0,26.4,0.789,0.782,4.3,4931.0
Radial Velocity,0.0289,,16.8191,0.11878,0.111,,2017,270.0,26.4,0.789,0.782,4.3,4931.0
Radial Velocity,1.49,,406.6,1.2218,0.009,,1999,85.0,59.0,1.47,2.99,4.4,4948.0
Radial Velocity,0.15,,110.9,0.5137,0.3495,,2010,110.0,59.0,1.47,2.99,4.4,4948.0
Radial Velocity,6.292,,71.487,0.32,0.1243,,2001,169.8,46.73,1.07,1.14,5.2,5650.0
Radial Velocity,0.076,,14.4708,0.1214,0.115,,2009,357.0,63.69,1.087,1.48,,5724.0
Radial Velocity,0.92,1.05,3.0925,0.045,0.0104,,2000,189.3,27.0,1.28,1.19,2.05,6260.0
Radial Velocity,2.194,1.203,213.72,,,,2013,,126.3,1.75,4.06,2.3,5130.0
Radial Velocity,3.18,1.17,2278.0,3.87,0.148,,2018,265.0,,1.49,3.13,,5599.0
Radial Velocity,22.0,,396.03,1.4,0.257,,2010,302.1,132.0,2.6,9.2,,4917.0
Radial Velocity,1.685,1.221,510.9,1.4,0.107,,2010,181.0,110.0,1.41,4.16,2.8,4961.0
Radial Velocity,9.379,,7593.4,7.427,0.726,98.732,2019,95.367,47.84,1.01,1.05,6.32,5386.0
Radial Velocity,2.54,1.19,564.1,1.592,0.022,,2010,290.0,110.6,1.69,4.71,1.8,4945.0
Radial Velocity,0.0223,,9.3745,0.0801,0.336,,2008,210.4,26.15,0.78,,,4962.0
Radial Velocity,0.674,,1014.5,1.819,0.235,,2008,8.6,26.15,0.78,,,4962.0
Radial Velocity,0.612,,7012.0,6.6,0.469,,2008,241.4,26.15,0.78,,,4962.0
Radial Velocity,0.034,,10.3,0.088,0.224,,2022,60.123,22.5243,0.85,0.894,,5078.0
Radial Velocity,9.998,,28982.4,17.53,0.194,35.98,2022,313.318,22.5243,0.85,0.894,,5078.0
Radial Velocity,12.12,,956.0,1.78,0.26,1.75,2009,177.0,56.0,0.92,,,5781.0
Radial Velocity,3.67,,626.5,1.51,0.357,,2004,233.5,53.0,1.17,1.21,8.1,5888.0
Radial Velocity,3.82,,2950.0,4.25,0.253,,2008,339.6,53.0,1.17,1.21,8.1,5888.0
Radial Velocity,0.3,,484.4,0.937,0.037,,2022,122.6,61.37,1.35,4.86,2.76,4971.0
Radial Velocity,0.28,,483.3,1.332,0.19,,2022,270.7,61.37,1.35,4.86,2.76,4971.0
Radial Velocity,0.46,,837.7,1.922,0.25,,2022,270.7,61.37,1.35,4.86,2.76,4971.0
Radial Velocity,21.0,,803.0,2.1,0.1,,2023,167.0,225.0,1.84,88.5,5.5,3860.0
Radial Velocity,0.94,,6.838,0.077,0.3,,2006,173.0,47.0,1.28,1.88,4.2,5980.0
Radial Velocity,1.3,,4000.0,4.6,0.07,91.0,2023,281.0,31.32,0.8,,6.9,
Radial Velocity,0.75,,986.0,2.05,0.47,,2006,94.0,44.98,1.22,,3.3,6075.0
Radial Velocity,1.4,,3.0965828,0.0426,0.01,21.0,1998,25.0,50.0,1.06,1.17,5.33,5714.0
Radial Velocity,1.99,,3810.0,4.89,0.252,,2007,250.0,50.0,1.06,1.17,5.33,5714.0
Radial Velocity,3.4,1.166,766.0,1.82,0.04,,2011,190.0,135.0,1.36,5.13,2.3,4940.0
Radial Velocity,35.2,,39785.0,22.0,0.943,,2016,44.0,23.57,1.02,1.047,11.4,5736.59
Radial Velocity,1.26,,456.46,1.19,0.15,,2004,293.0,52.6,1.09,1.1,6.2,5520.0
Radial Velocity,29.365,,14583.8,12.027,0.034,49.245,2022,250.078,64.3399,1.07,1.945,,5897.32
Radial Velocity,25.6,,14.18643,0.109,0.359,,2011,50.1,31.9754,0.86,0.839,7.5,5103.0
Radial Velocity,0.0267,,14.288,0.111,0.189,,2011,,17.7,,,,
Radial Velocity,0.022,,33.688,0.197,0.16,,2021,219.0,17.7,,,,
Radial Velocity,0.05179,,11.72,0.092,0.14,,2020,254.64,12.72,0.77,0.79,1.0,4610.0
Radial Velocity,6.0,,1145.7715,2.293,0.547,48.0,2002,107.0,66.11,1.3,3.02,10.16,5176.0
Radial Velocity,0.714,,315.7,0.921,0.081,,2023,1.0,88.74,1.044,1.205,5.3,6088.0
Radial Velocity,1.9,,1038.1,2.07,0.18,,2007,232.5,54.2,1.1,,2.0,5628.0
Radial Velocity,3.1,,4885.0,5.5,0.57,,2009,318.0,103.0,0.91,1.53,,5988.0
Radial Velocity,8.52,,1606.3,2.8,0.259,,2016,,,1.14,,2.9,6010.0
Radial Velocity,0.34,,101.5,0.397,0.0,,2021,,53.608,0.81,0.945,7.0,5427.0
Radial Velocity,6.5,,4450.0,4.8,,,2022,,53.608,0.81,0.945,7.0,5427.0
Radial Velocity,0.0488,,284.0,0.812,0.03,,2022,18.0,53.608,0.81,0.945,7.0,5427.0
Radial Velocity,0.733,,24.3587,0.15312,0.008,,1999,184.0,19.9,0.81,0.75,0.57,4965.0
Radial Velocity,2.096,1.206,340.94,1.063,0.082,,2007,87.0,67.0,1.38,4.41,1.8,5041.0
Radial Velocity,11.207,,13092.2,11.116,0.251,57.99,2022,261.106,80.2349,1.06,1.149,,5861.32
Radial Velocity,3.7,,18.20163,0.1388,0.014,,1998,322.0,37.36,1.06,1.38,5.33,5787.0
Radial Velocity,2.83,,1316.24,2.47,0.21,,2002,223.0,50.6742,1.07,1.423,3.17,5893.05
Radial Velocity,8.6,,402.0,1.1,0.2,279.0,2022,,265.155,1.1,32.3,6.7,3987.0
Radial Velocity,2.67,,1330.64,2.54,0.521,89.0,2007,150.2,33.0,1.33,1.79,2.0,6340.0
Radial Velocity,0.79,,1035.7,2.07,0.22,,2012,298.0,33.0,1.11,,1.9,6150.0
Radial Velocity,0.136,,99.6,0.426,0.373,,2012,316.962,24.3056,1.04,0.9,,5796.02
Radial Velocity,0.0378,,11.849,0.0974,0.4,,2011,,43.8,,,,
Radial Velocity,0.0422,,33.823,0.1961,0.16,,2011,,43.8,,,,
Radial Velocity,1.85,,613.8,1.601,0.04,,2010,288.0,68.4,1.44,4.3,3.0,5164.0
Radial Velocity,0.895,,825.0,1.95,0.181,,2010,182.6,68.4,1.44,4.3,3.0,5164.0
Radial Velocity,17.9,,1260.0,2.41,0.22,7.7,2004,280.0,45.54,1.13,1.02,2.04,5750.0
Radial Velocity,1.9,,418.8,1.2,0.21,,2018,61.24,161.0,1.2,11.1,6.1,4549.0
Radial Velocity,1.991,,528.2,1.587,0.026,,2018,289.7,188.5,1.91,6.01,1.32,5040.0
Radial Velocity,1.917,,958.0,2.36,0.265,,2018,140.0,188.5,1.91,6.01,1.32,5040.0
Radial Velocity,1.07,,500.0,1.25,0.23,,2002,83.0,27.0,1.04,1.18,0.87,6128.0
Radial Velocity,56.28,,1112.0,2.006,0.583,106.567,2022,293.992,55.8372,0.82,0.814,,4963.0
Radial Velocity,6.11,,1120.0,2.23,0.67,,2002,344.1,89.8,0.98,1.21,5.28,5947.0
Radial Velocity,4.28,,2024.1,3.167,0.0946,,2009,292.5,47.37,1.045,,3.38,5767.0
Radial Velocity,0.0553,,34.905,0.2099,0.155,,2011,238.0,47.37,1.045,,3.38,5767.0
Radial Velocity,15.317,,7325.6,7.457,0.253,176.092,2022,244.536,47.37,1.045,,3.38,5767.0
Radial Velocity,0.266,,1733.0,2.56,0.37,,2011,228.0,28.7165,0.83,0.792,6.67,5016.12
Radial Velocity,0.392,,25.3,0.177,0.145,,2022,27.309,86.6159,1.16,1.877,,6133.55
Radial Velocity,31.894,,16103.6,13.171,0.031,30.4,2022,204.422,86.6159,1.16,1.877,,6133.55
Radial Velocity,1.37,,279.8,0.896,0.27,,2008,301.0,90.3,1.22,1.33,2.84,6176.0
Radial Velocity,0.1076,,96.045,0.461,0.23,,2019,86.92,75.41,1.42,,,5635.0
Radial Velocity,2.2,,610.0,1.68,0.229,,2010,296.0,194.0,1.56,6.1,3.0,4874.0
Radial Velocity,12.7,1.46,2082.0,3.53,0.41,150.9,2019,183.0,38.34,1.24,,1.1,6486.0
Radial Velocity,0.00607,,5.3135,0.0529,0.1,,2011,84.0,35.4,,,,
Radial Velocity,0.01677,,13.8905,0.1,0.09,,2011,7.44,35.4,,,,
Radial Velocity,0.0334,,29.158,0.1647,0.11,,2019,60.99,35.4,,,,
Radial Velocity,0.0442,,85.5073,0.3374,0.06,,2019,70.59,35.4,,,,
Radial Velocity,1.9,,591.9,1.381,0.97,,2006,147.7,36.02,1.0,,7.1,5578.0
Radial Velocity,0.56,,161.97,0.57,0.13,,2012,130.8,54.4,0.94,0.901,4.5,5710.0
Radial Velocity,0.73,,1155.7,2.112,0.27,,2012,121.6,54.4,0.94,0.901,4.5,5710.0
Radial Velocity,0.413,,129.8,0.51,0.21,,2004,123.0,45.0,1.3,1.15,3.88,5929.0
Radial Velocity,9.9,,875.5,2.1,0.08,,2012,278.0,320.2,1.6,51.1,2.0,4035.0
Radial Velocity,1.99,,380.85,0.947,0.75,,2008,356.2,48.9,0.78,0.79,4.5,4795.0
Radial Velocity,1.4,,352.7,1.05,0.07,,2017,167.0,64.68,1.25,4.98,,4860.0
Radial Velocity,32.3,,5430.0,6.16,0.35,,2015,-104.1,49.4051,1.03,1.147,,5768.06
Radial Velocity,0.69,1.38,3.52472,0.04747,0.0082,86.59,1999,43.8,47.0,1.148,1.203,4.0,6092.0
Radial Velocity,0.4817,,649.918,1.487,0.24,,2019,168.84,42.25,1.04,,,5790.0
Radial Velocity,1.23,,442.1,1.1,0.472,,1998,118.2,21.29,1.09,1.1,6.93,5532.0
Radial Velocity,1.808,1.216,354.1,1.148,0.028,,2007,189.0,56.0,1.61,4.92,1.4,4951.0
Radial Velocity,49.993,,23064.4,15.564,0.406,131.881,2022,314.102,64.1465,0.91,0.7238,,5283.0
Radial Velocity,5.54,,223.8,0.768,0.084,,2021,190.0,83.29,1.2,1.206,,6273.0
Radial Velocity,0.67,,1558.0,2.656,0.68,,2018,98.0,61.0,1.03,1.13,,5652.0
Radial Velocity,0.0409,,25.2,0.143,0.15,,2019,97.83,13.13,0.61,,,4127.0
Radial Velocity,0.4,1.07,2.245715,0.036,0.0147,,2005,172.8,54.2304,1.22,1.166,5.9,6273.13
Radial Velocity,2.3,,373.3,1.22,0.111,,2010,55.0,131.0,1.15,5.0,6.0,5121.0
Radial Velocity,4.5,,951.0,2.03,0.45,,2001,214.0,40.75,1.22,1.5,5.11,5975.0
Radial Velocity,3.48,,16700.0,13.0,0.53,,2021,37.0,64.4527,1.04,1.382,,5786.63
Radial Velocity,0.029,,11.1,0.099,0.413,,2022,35.555,41.0,1.05,1.083,,5840.0
Radial Velocity,47.214,,32425.2,20.316,0.423,18.085,2022,276.096,41.0,1.05,1.083,,5840.0
Radial Velocity,0.06277,,4.78503,0.056798,0.0,,2019,,57.97,1.068,1.101,3.8,5978.0
Radial Velocity,0.2073,,84.288,0.362,0.4,,2019,332.4,29.15,0.89,,,5605.0
Radial Velocity,20.56,1.082,1853.9,3.23,0.1633,,2016,122.9,101.7,1.31,2.04,2.7,5933.0
Radial Velocity,0.00628,,5.75942,0.057635,0.357,,2018,352.7,21.5,0.77,0.73,,4935.0
Radial Velocity,0.004801,,7.28345,0.067399,0.163,,2011,233.1,21.5,0.77,0.73,,4935.0
Radial Velocity,0.008511,,10.8642,0.08799,0.333,,2011,184.2,21.5,0.77,0.73,,4935.0
Radial Velocity,0.01091,,25.1968,0.15417,0.173,,2018,163.9,21.5,0.77,0.73,,4935.0
Radial Velocity,0.101,,191.99,0.652,0.15,,2011,,39.6064,1.04,1.72,7.53,5794.01
Radial Velocity,0.246,,2277.0,3.394,0.19,,2011,,39.6064,1.04,1.72,7.53,5794.01
Radial Velocity,0.02,,3.93404,0.047,0.16,,2009,96.0,44.0,0.87,,7.0,5113.0
Radial Velocity,0.33,,567.94,1.282,0.49,,2009,45.0,44.0,0.87,,7.0,5113.0
Radial Velocity,0.03228,,35.45,0.198,0.09,,2020,220.95,19.56,0.82,0.76,6.0,5103.0
Radial Velocity,0.0297,,154.43,0.528,0.12,,2020,198.12,19.56,0.82,0.76,6.0,5103.0
Radial Velocity,1.47,,148.6,0.609,0.38,,2015,270.0,,1.36,12.5,3.8,4639.0
Radial Velocity,0.65,,118.45,0.46,0.37,,2003,281.0,38.0,0.9,1.0,3.6,5248.0
Radial Velocity,0.0322,,22.656,0.1484,0.26,,2011,,32.4,,,,
Radial Velocity,0.06472,,53.881,0.2644,0.24,,2011,,32.4,,,,
Radial Velocity,1.394,,7.126853,0.0746,0.1272,,1998,23.0,19.72,1.02,1.08,7.32,5666.0
Radial Velocity,4.09,,5059.3,5.94,0.4,,2005,204.0,19.72,1.02,1.08,7.32,5666.0
Radial Velocity,13.852,,1301.4,2.446,0.311,69.767,2010,100.167,54.8,1.02,1.27,7.6,5966.0
Radial Velocity,0.023,,2.5,0.038,0.399,,2022,84.352,54.8,1.02,1.27,7.6,5966.0
Radial Velocity,0.524,,2560.2,3.758,0.156,91.357,2022,252.258,61.7957,1.08,1.326,,5930.64
Radial Velocity,0.21,,225.7,0.6873,0.3,,2010,36.0,29.94,0.85,0.86,8.5,4820.0
Radial Velocity,13.4,,5513.0,7.03,0.768,,2012,55.6,29.35,1.05,,8.9,5362.0
Radial Velocity,0.01246,0.12624,6.765159,0.062,0.0,,2015,,6.55,0.794,0.778,,4699.0
Radial Velocity,0.05236,,46.71,0.225,0.0,,2015,,6.55,0.794,0.778,,4699.0
Radial Velocity,0.223,,1842.0,2.56,0.34,,2015,345.42,6.55,0.794,0.778,,4699.0
Radial Velocity,0.034,,94.2,0.3753,0.0,,2015,,6.55,0.794,0.778,,4699.0
Radial Velocity,0.308,,2198.0,3.064,0.37,,2015,180.0,6.55,0.794,0.778,,4699.0
Radial Velocity,0.78,,275.5,0.94,0.11,,2021,318.0,,,,,
Radial Velocity,1.0,,2093.3,3.2,,,2012,,165.184,1.0,4.27,,4815.9
Radial Velocity,0.0661,,3.834887,0.045,0.059,,2007,255.0,81.1,1.24,1.7,5.8,5891.0
Radial Velocity,15.1,,4791.0,5.96,0.8118,,2016,145.77,81.1,1.24,1.7,5.8,5891.0
Radial Velocity,11.1,,672.1,1.6,0.14,,2012,323.0,290.2,1.2,49.67,4.5,3935.0
Radial Velocity,0.2,,1728.0,2.729,0.187,,2018,159.0,64.5,0.91,0.98,10.165,5683.0
Radial Velocity,1.06,,2209.0,3.36,0.16,,2011,137.0,44.6,,,,
Radial Velocity,3.18,,218.47,0.74,0.404,,2016,225.1,64.6498,1.13,1.431,,5921.14
Radial Velocity,3.09,,456.1,1.25,0.08,,2007,98.0,52.9,1.25,,1.3,6304.0
Radial Velocity,22.9,,10088.0,10.15,0.14,16.0,2019,211.0,31.8,1.67,,,5830.0
Radial Velocity,1.61,,1173.0,2.306,0.123,,2016,,,1.19,,6.2,5620.0
Radial Velocity,1.56,,871.0,1.83,0.08,,2016,241.0,83.5,1.07,4.14,,4806.0
Radial Velocity,1.9,,3999.0,5.1,0.16,,2012,137.0,49.1,1.13,1.67,8.2,5765.0
Radial Velocity,5.19,,14892.0,10.8,0.56,49.9,2024,2.6,11.4469,0.76,0.709,,4751.57
Radial Velocity,7.75,,572.38,1.35,0.725,,1999,319.01,42.0,0.99,1.15,6.16,5662.0
Radial Velocity,6.531,,1202.1,2.375,0.476,91.125,2016,26.829,79.0608,1.23,1.483,2.0,6288.0
Radial Velocity,0.71,,26.73,0.233,0.05,,2006,6.0,94.0,1.33,1.7,2.0,6037.0
Radial Velocity,0.01753,,5.09071,0.051,,,2021,,13.602,0.684,0.674,,4385.0
Radial Velocity,2.12,,872.6,1.9,0.003,,2022,169.1,161.2,1.57,5.69,,5067.0
Radial Velocity,13.65,,528.07,1.167,0.8191,,2011,315.92,31.79,0.75,,4.75,5027.0
Radial Velocity,2.45,,730.6,1.596,0.102,,2001,55.0,34.8,1.1,1.13,6.53,5848.0
Radial Velocity,1.5,,1214.0,2.4,0.44,,2007,190.0,89.1,1.13,,7.1,5927.0
Radial Velocity,1.08,,141.89,0.53,0.096,,2007,54.4,108.4,1.14,1.35,4.9,6208.0
Radial Velocity,6.575,,192.0,0.747,0.05,,2013,281.0,,1.5,10.9,2.4,4791.0
Radial Velocity,2.72,,4047.0,4.438,0.381,,2018,321.365,58.8,0.71,0.68,5.417,4981.0
Radial Velocity,11.914,,1535.1,2.694,0.282,38.898,2002,264.57,52.0,1.27,2.09,6.89,5888.0
Radial Velocity,0.02168,,13.671,0.0932,0.3,,2020,119.3,14.24,0.578,0.57,,3933.0
Radial Velocity,6.0,,4100.0,5.7,0.56,,2018,318.0,590.0,1.47,12.73,,4769.0
Radial Velocity,43.9,,4445.7,5.58,0.805,76.0,2019,324.0,43.0822,1.2,1.1753,,6228.49
Radial Velocity,6.9,,501.75,1.33,0.15,,2009,277.49,143.0,1.25,,,4290.0
Radial Velocity,5.3,,745.7,1.9,0.4,,2010,108.1,1500.0,1.69,32.0,,4361.0
Radial Velocity,4.01,,3668.0,4.92,0.04,,2006,154.0,46.51,1.18,,6.68,5853.0
Radial Velocity,0.201,,515.4,1.3,0.11,,2021,343.0,46.51,1.18,,6.68,5853.0
Radial Velocity,9.4,,555.6,1.29,0.35,,2015,250.8,264.4,1.0,38.0,9.0,4052.5
Radial Velocity,0.0371,,2.0455,0.034,0.22,,2019,8.92,54.97,1.22,,,6034.0
Radial Velocity,9.077,,6134.4,6.248,0.341,32.046,2019,87.981,37.45,0.86,0.83,4.0,5160.0
Radial Velocity,0.95,,1845.0,3.02,0.08,,2010,96.0,55.0,1.09,1.18,2.0,6160.0
Radial Velocity,2.51,,456.78,1.49,0.05,,2020,89.48,117.9,2.12,13.76,0.95,4766.0
Radial Velocity,1.33,,2369.84,4.35,0.22,,2020,210.58,117.9,2.12,13.76,0.95,4766.0
Radial Velocity,0.12,,41.8,0.242,0.05,,2022,318.187,49.1661,1.08,0.9958,,5920.58
Radial Velocity,16.527,,26308.7,17.848,0.051,88.333,2022,51.879,49.1661,1.08,0.9958,,5920.58
Radial Velocity,28.46,,10942.3,10.087,0.922,59.558,2021,8.508,40.9128,1.12,1.439,,6033.0
Radial Velocity,0.48,1.04,3.444,0.044,0.0,,2005,126.9,53.71,0.93,,3.0,5192.0
Radial Velocity,1.45,,2208.0,3.25,0.12,,2011,134.0,45.5,,,,
Radial Velocity,0.665,,18.02,0.125,0.047,,2005,132.2,42.37,0.8,,3.9,4875.0
Radial Velocity,0.162,,36.07,0.198,0.015,,2017,44.2,42.37,0.8,,3.9,4875.0
Radial Velocity,6.493,,5019.5,5.362,0.343,101.524,2017,353.9,42.37,0.8,,3.9,4875.0
Radial Velocity,4.8,,654.5,1.552,0.182,,2021,106.6,68.06,1.16,1.27,,5966.0
Radial Velocity,5.85,,385.92,1.034,0.06,,2001,355.1,39.38,0.99,1.077,5.36,5615.0
Radial Velocity,6.0,,9090.0,8.5,0.15,66.0,2022,162.0,39.38,0.99,1.077,5.36,5615.0
Radial Velocity,0.314,,14.2,0.118,0.104,,2022,279.469,49.8063,1.08,1.07,,5919.87
Radial Velocity,1.16,,1116.0,2.15,0.81,,2009,301.0,56.2,1.06,1.48,,5664.0
Radial Velocity,0.917,,6.0962,0.0729,0.023,,2013,206.0,41.3,0.734,0.656,0.625,4503.0
Radial Velocity,1.7,,387.1,1.24,0.168,,2011,131.0,227.0,1.74,6.2,1.8,5076.0
Radial Velocity,2.4,,1362.3,2.28,0.459,,2017,,30.6,0.85,0.85,7.4,5560.0
Radial Velocity,2.54,,2443.0,3.43,0.08,,2009,268.0,54.9,0.9,1.0,,5552.0
Radial Velocity,1.57,,892.7,1.913,0.05,,2021,346.9,44.2,1.15,4.47,6.2,4803.0
Radial Velocity,1.6,,311.6,1.2,0.129,,2013,64.0,115.2,2.54,12.02,,4844.0
Radial Velocity,55.2,,1481.0,2.597,0.713,,1996,104.0,27.5166,1.01,0.933,14.7,5688.5
Radial Velocity,5.473,,20608.1,13.39,0.261,52.658,2022,89.414,31.2707,0.75,0.5746,,4678.0
Radial Velocity,8.403,,2514.5,3.604,0.207,85.393,2002,25.044,54.7,1.05,1.12,11.6,5580.0
Radial Velocity,6.15,,12085.5,10.258,0.039,98.016,2016,138.62,54.7,1.05,1.12,11.6,5580.0
Radial Velocity,42.18,,990.08,2.009,0.6605,85.0,2012,285.537,49.0546,1.03,1.0,1.95,5763.03
Radial Velocity,1.29,,1157.0,2.3,0.76,,2009,81.0,26.5,1.219,1.637,4.0,5861.0
Radial Velocity,0.47,,1684.0,2.69,0.18,,2014,82.0,57.0,0.92,0.91,4.8,5400.0
Radial Velocity,41.59,,4.93,0.06,0.003,,2023,310.85,41.6887,1.04,1.0397,,5782.41
Radial Velocity,1.8,,912.0,2.0,0.24,,2011,180.0,118.1,1.35,4.2,3.8,4982.0
Radial Velocity,0.5,,466.0,1.26,0.3,,2010,244.0,53.82,1.23,1.71,3.0,5960.0
Radial Velocity,0.0363,,16.557,0.1253,0.16,,2011,,38.6,,,,
Radial Velocity,0.0498,,51.2,0.2665,0.08,,2011,,38.6,,,,
Radial Velocity,0.0519,,274.2,0.8181,0.67,,2011,,38.6,,,,
Radial Velocity,0.01362,,8.4112,0.0763,0.12,,2017,176.0,47.36,0.94,0.87,5.0,5528.0
Radial Velocity,0.02646,,96.63,0.3885,0.15,,2022,,47.36,0.94,0.87,5.0,5528.0
Radial Velocity,3.04,,157.54,0.59,0.01,,2009,306.11,117.4,1.13,10.22,5.83,4580.0
Radial Velocity,0.7,,2372.0,3.41,0.07,,2015,107.0,,0.94,,4.99,5727.0
Radial Velocity,0.62,1.06,3.6413,0.039,0.0187,,2004,38.2,50.2,0.95,,6.21,6295.0
Radial Velocity,1.5,,621.62,1.44,0.59,,2021,165.77,50.265,,,,
Radial Velocity,1.261,1.235,329.7,1.075,0.052,,2011,116.0,126.0,1.54,4.36,3.0,4978.0
Radial Velocity,0.885,1.277,811.5,1.96,0.2,,2010,16.0,126.0,1.54,4.36,3.0,4978.0
Radial Velocity,0.2,,89.9,0.452,0.35,,2022,210.0,126.0,1.54,4.36,3.0,4978.0
Radial Velocity,0.33,0.99,18.1801,0.168,0.458,,2006,156.0,86.0,1.24,1.2,3.2,5995.0
Radial Velocity,9.1,,388.0,1.1,0.34,,2005,205.0,20.98,1.25,1.1,3.0,6250.0
Radial Velocity,15.4,,2828.0,3.27,0.55,,2002,340.2,29.6317,1.09,1.019,3.83,5960.0
Radial Velocity,1.96,,551.4,1.6,0.15,,2013,211.0,100.9,1.75,,2.1,4827.0
Radial Velocity,1.75,,916.0,2.24,0.13,,2015,71.0,100.9,1.75,,2.1,4827.0
Radial Velocity,0.629,,1056.7,2.075,0.014,,2004,115.0,46.5,1.07,1.38,8.5,5836.0
Radial Velocity,0.168,,214.67,0.7181,0.036,,2017,149.0,46.5,1.07,1.38,8.5,5836.0
Radial Velocity,0.097,,117.87,0.4817,0.027,,2017,246.0,46.5,1.07,1.38,8.5,5836.0
Radial Velocity,0.0529,,49.175,0.2687,0.09,,2017,304.0,46.5,1.07,1.38,8.5,5836.0
Radial Velocity,0.119,,676.8,1.543,0.031,,2017,212.0,46.5,1.07,1.38,8.5,5836.0
Radial Velocity,0.38,,5700.0,6.36,0.032,,2017,235.0,46.5,1.07,1.38,8.5,5836.0
Radial Velocity,3.76,,82.467,0.389,0.389,,2016,256.0,72.5,1.15,,,6060.0
Radial Velocity,0.75,,273.1,0.98,0.14,,2021,133.0,111.542,1.69,10.86,,4741.0
Radial Velocity,6.6,,490.0,1.3,0.2,,2023,197.6,196.0,1.14,38.4,0.113,3940.0
Radial Velocity,0.675,,154.378,0.53364,0.054,,1999,130.0,33.0,0.83,0.82,3.33,5610.0
Radial Velocity,0.652,,885.5,1.71,0.125,,2005,53.0,33.0,0.83,0.82,3.33,5610.0
Radial Velocity,0.696,,1862.0,2.807,0.16,,2003,360.0,33.0,0.83,0.82,3.33,5610.0
Radial Velocity,2.813,,55.01307,0.2837,0.6767,,2004,220.86,44.0,1.0,0.9,7.0,5448.0
Radial Velocity,3.366,,2720.0,3.814,0.013,,2012,221.0,44.0,1.0,0.9,7.0,5448.0
Radial Velocity,0.173,,1211.0,2.108,0.298,,2021,297.0,17.926,0.85,0.8,,5076.27
Radial Velocity,0.34,,363.2,1.02,0.41,,2011,,37.7,1.085,,5.4,5945.0
Radial Velocity,0.93,,14.3104,0.131,0.248,57.0,2000,95.9,39.28,1.48,2.44,3.28,5697.0
