detection_type,mass,radius,orbital_period,semi_major_axis,discovered,star_distance,star_mass,star_radius,star_teff
Primary Transit,62.0,1.07,0.67599,0.0139,2019,152.67,,0.61,3359.0
Primary Transit,0.93,1.09,2.4997,0.035,2019,434.273,0.89,0.98,5241.0
Primary Transit,2.9,1.07,4.43527,0.058,2019,619.732,1.34,1.38,6330.0
Primary Transit,33.7,1.13,2.889475,0.024,2010,22.7,0.188,0.21,3230.0
Primary Transit,55.0,,,637.127,2022,114.566,0.084,,2900.0
Primary Transit,4.34,1.614,2.4855335,0.0404,2007,1537.0,1.42,1.503,6933.0
Primary Transit,0.68,1.72,3.10129,0.04162,2004,1248.0,1.14,1.242,6075.0
Primary Transit,0.54,1.077,4.01451,0.047,2004,1068.33,0.78,0.979,4800.0
Primary Transit,1.24,1.11,1.4324772,0.0229,2004,566.459,0.73,0.817,4588.0
Primary Transit,1.17,1.23,1.689868,0.0306,2004,2012.62,1.19,1.234,6210.0
Primary Transit,1.06,1.47,3.9791,0.051,2007,2501.75,1.08,1.25,5924.0
Primary Transit,0.75,1.26,3.67724,0.051,2007,1515.26,1.25,1.532,6325.0
Primary Transit,1.3,1.2,1.211909,0.0225,2002,2252.0,1.17,1.32,6050.0
Primary Transit,0.01142,0.16719,6.267852,0.06702,2018,18.37,1.094,1.1,6037.0
Primary Transit,2.31,0.941,3.1606296,0.03734,2013,,0.695,,4400.0
Primary Transit,0.736,1.534,1.645321,0.0286,2019,539.0,1.156,1.254,6124.0
Primary Transit,1.294,1.143,1.42002504,0.02332,2010,187.0,0.838,0.803,5013.0
Primary Transit,2.494,1.254,1.33711647,0.02153,2011,182.32,0.74,0.78,4645.0
Primary Transit,4.31,1.096,2.5079204,0.03783,2016,735.601,1.19,1.727,6207.39
Primary Transit,5.85,1.552,1.8053949,0.02861,2016,,0.896,0.849,5215.0
Primary Transit,4.32,1.107,2.8792319,0.04127,2016,,1.128,1.076,5747.0
Primary Transit,0.668,1.062,3.506189,0.0423,2017,101.0,0.822,0.722,5052.0
Primary Transit,1.88,1.7,2.032046,0.0352,2018,725.0,1.409,1.564,6387.0
Primary Transit,0.371,1.285,3.71495,0.0474,2019,276.7,1.029,1.315,5687.0
Primary Transit,1.19,1.009,1.540731,0.0234,2019,211.4,0.719,0.696,4309.0
Primary Transit,56.1,3.06,97.84,,2019,,0.439,0.961,3349.0
Primary Transit,20.0,1.0,70.0,,2020,116.3,,,
Primary Transit,35.0,0.47,0.0196,,2011,548.0,0.872,0.00924,17000.0
Primary Transit,49.0,0.749,0.04946525,0.002,2017,720.0,0.39,0.022,23680.0
Primary Transit,50.0,,0.0854,,2018,177.0,0.53,,13000.0
Primary Transit,57.1,,0.054,,2016,,0.8,,13200.0
Primary Transit,,1.5,1.08,0.014,2023,,,0.4,
Primary Transit,,2.22,2.1,,2023,,,0.55,
Primary Transit,,,1.92,,2023,,,1.14,
Primary Transit,,,5.25,,2023,,,0.57,
Primary Transit,,,8.25,,2023,,,,
Primary Transit,,,2.07,,2023,,,0.58,
Primary Transit,,1.96,4.71,,2023,,,0.52,
Primary Transit,,,0.78,,2023,,,0.57,
Primary Transit,,0.08716,0.71912603,0.00733,2024,17.75,0.1,0.123,2800.0
Primary Transit,44.0,0.78,0.03925014,,2023,239.0,0.85,,16570.0
Primary Transit,3.8,0.81,4.2,0.055,2006,8500.0,1.24,1.18,
Primary Transit,9.7,1.13,1.796,0.03,2006,8500.0,1.1,1.45,
Primary Transit,,0.8725,1.482641,0.0154,2024,48.844,0.222,0.251,3478.0
Primary Transit,0.463,0.645,23.624,0.163,2024,147.8,1.035,1.02,5844.0
Primary Transit,,0.8431,14.42177,0.12,2022,562.376,1.12,1.919,6026.94
Primary Transit,,1.14,2.096696,,2023,,,,
Primary Transit,2.84,0.9876,188.763,0.867,2021,246.263,2.4398,,6030.0
Primary Transit,,0.1989,12.55434,0.086,2024,124.016,0.5439,0.5485,3812.0
Primary Transit,1.942,1.117,15.168865,0.1207,2020,309.6,1.026,1.088,5788.0
Primary Transit,4.98,1.19,165.7719,,2024,338.2,1.271,1.397,
Primary Transit,,0.9296,20.04169,0.116,2024,113.903,0.517,0.52,3560.0
Primary Transit,,0.6486,0.6256828,0.012,2024,161.939,0.582,0.593,3718.0
Primary Transit,,0.2552,1.483396,0.0174,2024,55.5784,0.318,0.336,3518.0
Primary Transit,,0.8413,0.6806129,0.0125,2024,116.827,0.5583,0.5647,3469.0
Primary Transit,,0.4202,5.16951,0.043,2024,89.784,0.396,0.4037,3583.0
Primary Transit,0.0604,0.554,4.21285367,0.0622,2023,555.5,1.21,3.23,4694.0
Primary Transit,,0.3131,3.685504,0.04641,2024,214.1,0.992,0.909,5638.0
Primary Transit,,0.5023,6.210291,0.06572,2024,214.1,0.992,0.909,5638.0
Primary Transit,3.2,1.188,1.44044527,0.02065,2024,90.64,0.563,0.5299,3572.0
Primary Transit,12.74,1.026,69.048,0.33,2024,,,,
Primary Transit,0.01271,0.1294,2.470498,0.0346,2024,52.62,0.91,0.92,5475.0
Primary Transit,0.0532,0.256,9.139703,0.09103,2023,128.7,1.204,1.264,6146.0
Primary Transit,0.032,0.20198,4.11412,0.052,2021,82.2,0.94,0.84,5328.0
Primary Transit,0.0425,0.2308,6.443868,0.06152,2022,68.81,0.748,0.726,4734.0
Primary Transit,0.0079,0.23651,12.226574,0.09429,2022,68.81,0.748,0.726,4734.0
Primary Transit,0.03131,0.15978,0.6047328,0.0118,2022,61.5,0.6,0.58,3921.0
Primary Transit,,0.25765,9.188526,,2022,79.56,1.08,1.0,5881.0
Primary Transit,,0.2311,13.900148,,2022,79.56,1.08,1.0,5881.0
Primary Transit,,0.285,10.18271,0.113,2021,105.1,1.21,1.19,6200.0
Primary Transit,3.35,1.3,4.0782387,0.0561,2022,283.61,1.35,1.81,6311.0
Primary Transit,0.0623,0.3265,4.074554,0.0453,2020,58.26,0.684,0.687,4250.0
Primary Transit,1.057,1.16,8.3501898,0.0731,2020,58.26,0.684,0.687,4250.0
Primary Transit,0.06428,0.8,8.027729,0.082,2024,113.92,1.125,1.16,6122.0
Primary Transit,0.011,0.17,4.17278,0.05106,2022,84.536,1.022,0.968,5770.0
Primary Transit,0.01988,0.25685,6.2574,0.0669,2022,84.536,1.022,0.968,5770.0
Primary Transit,0.02627,0.4128,12.5199,0.1062,2022,84.536,1.022,0.968,5770.0
Primary Transit,0.0191,0.23544,18.802,0.139,2022,84.536,1.022,0.968,5770.0
Primary Transit,0.02586,0.3462,26.3213,0.174,2022,84.536,1.022,0.968,5770.0
Primary Transit,0.038,0.2257,39.544,0.229,2022,84.536,1.022,0.968,5770.0
Primary Transit,0.0821,0.723,7.06387,0.07,2024,132.35,0.91,0.93,5350.0
Primary Transit,0.031,,9.686753,0.082,2024,72.024,0.75,0.727,4700.0
Primary Transit,1.18,1.3,2.103195,,2022,,1.38,1.9,6260.0
Primary Transit,0.0214,0.215,5.748432,0.056,2024,58.59,0.71,0.69,4534.0
Primary Transit,0.456,0.767,2.310644,0.0343,2023,148.5,1.0,0.963,5340.0
Primary Transit,0.239,0.938,3.671463,0.04988,2024,247.0,1.23,1.45,5710.0
Primary Transit,0.01976,0.21545,2.4919863,0.0287,2021,37.636,0.512,0.508,3476.0
Primary Transit,3.5,0.2596,91.68278,0.39,2022,,1.03,0.993,5700.0
Primary Transit,,0.187,4.1782745,0.0355,2024,37.28,0.4,0.404,3326.0
Primary Transit,,0.2569,17.945466,,2024,37.28,0.4,0.404,3326.0
Primary Transit,0.0277,0.2427,5.07803,0.0392,2020,62.23,0.312,0.334,3403.0
Primary Transit,0.0485,0.3256,24.245586,0.1288,2021,27.4932,0.485,0.476,3562.0
Primary Transit,0.0186,0.15113,3.444717,0.03826,2020,39.68,0.63,0.619,3997.0
Primary Transit,0.01183,0.1079,0.764597,0.0139,2021,70.6424,0.59,0.58,4089.0
Primary Transit,0.02618,0.1882,3.294736,0.037,2021,70.6424,0.59,0.58,4089.0
Primary Transit,0.0208,0.2025,6.4003,0.061,2024,102.55,0.73,0.72,4600.0
Primary Transit,0.0255,0.2685,4.30744,0.049,2022,170.7,0.87,0.86,5141.0
Primary Transit,0.0277,0.2239,5.904144,0.061,2022,170.7,0.87,0.86,5141.0
Primary Transit,0.0167,0.3131,18.6559,0.131,2022,170.7,0.87,0.86,5141.0
Primary Transit,0.0466,0.3372,37.9216,0.211,2022,170.7,0.87,0.86,5141.0
Primary Transit,0.0179,0.2239,15.92346,,2019,73.8713,1.02,1.076,5712.0
Primary Transit,0.0374,0.2899,13.079151,0.109,2024,139.49,0.95,1.0,5453.0
Primary Transit,0.441,1.022,3.47797926,0.0407,2021,118.1,0.744,0.711,4775.0
Primary Transit,0.0299,0.2432,4.65382,0.05186,2019,111.4,0.859,0.848,5320.0
Primary Transit,0.02086,0.24614,9.15059,0.0814,2019,111.4,0.859,0.848,5320.0
Primary Transit,0.0428,0.2614,19.98,0.137,2019,111.4,0.859,0.848,5320.0
Primary Transit,0.02693,0.215,3.127463,0.0367,2021,73.41,0.66,0.65,4227.0
Primary Transit,0.0415,0.2462,7.493134,0.0657,2021,73.41,0.66,0.65,4227.0
Primary Transit,0.03725,0.2783,16.608,0.1116,2022,73.41,0.66,0.65,4227.0
Primary Transit,0.01381,0.2337,10.894841,0.0728,2020,36.05,0.45,0.42,3600.0
Primary Transit,0.00934,0.19,18.801611,0.1047,2020,36.05,0.45,0.42,3600.0
Primary Transit,0.29,0.82,8.1577094,0.072,2022,110.0,0.96,0.92,5200.0
Primary Transit,0.0201,0.2025,4.2529913,0.05,2024,172.14,,,5517.0
Primary Transit,0.0774,0.3693,3.31599,0.0412,2022,,,,
Primary Transit,0.222,0.99,4.631296,0.0549,2024,176.0,1.06,1.06,5690.0
Primary Transit,18.5,1.09,14.47567,0.095,2021,75.47,0.55,0.573,3799.0
Primary Transit,0.0334,0.2373,9.614216,0.0847,2023,107.055,0.96,0.84,5477.0
Primary Transit,0.132,0.4675,2.6998,0.0429,2019,114.7,0.89,1.01,5225.0
Primary Transit,,0.1981,4.9404681,0.054,2024,68.47,0.85,1.13,6060.0
Primary Transit,0.1957,0.8199,3.91529,0.0489,2024,332.648,1.02,1.581,5714.0
Primary Transit,1.42,1.4,3.1968838,0.047,2024,388.23,1.32,1.74,6269.0
Primary Transit,0.298,1.231,3.9443715,0.0497,2021,313.7,1.17,1.664,5603.0
Primary Transit,0.356,0.841,4.537164,0.059,2021,319.0,1.44,1.412,5889.0
Primary Transit,0.0705,0.3051,2.1097019,0.026,2019,164.47,0.97,0.9,5397.0
Primary Transit,2.37,1.396,4.720219,0.0626,2021,200.4,1.464,1.925,6274.0
Primary Transit,0.069,0.5986,95.174,0.4607,2020,399.0,,3.1,5723.0
Primary Transit,0.0384,0.161,0.847423431,0.0171,2024,147.5,0.913,0.83,5464.0
Primary Transit,0.0088,0.143,4.841962,,2024,147.5,0.913,0.83,5464.0
Primary Transit,0.148,0.54,25.83839,0.1732,2024,,,,
Primary Transit,6.6119,0.2192,11.07085,,2023,42.4061,0.69,0.7,4405.0
Primary Transit,46.0,0.86,10.57415,,2020,,1.18,1.35,6290.0
Primary Transit,1.69,1.5,4.424711,0.058,2023,139.484,1.375,1.485,6594.0
Primary Transit,0.0239,0.1981,2.1664,0.03587,2024,139.484,1.375,1.485,6594.0
Primary Transit,0.03338,0.289359,1.2169,0.02,2019,72.75,0.71,0.78,4507.0
Primary Transit,0.0063,0.1213,1.4520358,0.02122,2022,32.5,0.59,0.66,4266.0
Primary Transit,0.01095,0.1445,1.0697564,0.019,2023,55.044,0.798,0.793,4884.0
Primary Transit,0.079,1.0608,6.9561063,0.071,2023,201.84,0.987,0.923,5493.0
Primary Transit,0.028,0.3533,12.9972,0.108,2022,154.56,0.981,1.019,5840.0
Primary Transit,0.01306,0.1766,7.4341325,0.0706,2022,41.24,0.843,0.789,5037.0
Primary Transit,3.14,1.508,2.65022,0.047,2021,149.6,1.9,1.92,7690.0
Primary Transit,0.0302,0.1998,18.840942,0.14,2024,,1.1,,6008.0
Primary Transit,0.1211,0.3256,27.644,0.192,2024,230.3,1.0,1.62,5873.0
Primary Transit,0.005,0.1044,0.41,0.0071,2022,41.2,0.29,0.31,3330.0
Primary Transit,0.094,0.196,23.540678,0.147,2024,85.8,0.89,0.75,5236.0
Primary Transit,0.01218,0.12463,0.4702694,,2021,125.0,0.934,0.907,5430.0
Primary Transit,0.0614,0.2453,8.112245,0.0567,2024,73.61,0.37,0.38,3412.0
Primary Transit,0.0478,0.2329,16.537944,0.127,2024,91.9362,1.04,1.028,5800.0
Primary Transit,0.01517,0.14917,11.06201,0.061,2022,30.5043,0.249,0.275,3185.0
Primary Transit,0.028,0.1633,5.97199,0.0495,2021,34.44,0.49,0.49,3834.0
Primary Transit,0.0101,0.1142,1.8805136,0.0208,2022,24.72,0.339,0.344,3496.0
Primary Transit,0.02089,0.18414,15.532482,0.0849,2022,24.72,0.339,0.344,3496.0
Primary Transit,0.02303,0.1945,2.527093,0.0285,2023,51.9503,0.471,0.469,3709.0
Primary Transit,0.02278,0.2204,18.08816,0.106,2023,51.9503,0.471,0.469,3709.0
Primary Transit,0.031,0.348,20.772907,0.1438,2023,62.29,1.022,0.9662,5609.0
Primary Transit,0.0576,0.29824,52.563491,0.2669,2023,62.29,1.022,0.9662,5609.0
Primary Transit,0.0519,0.3711,6.36381,0.065,2024,121.8,0.86,0.86,5100.0
Primary Transit,0.034,0.2186,5.254467,,2019,67.6203,1.09,0.99,5958.0
Primary Transit,0.847,1.06,10.180249,0.0903,2021,153.0,0.946,1.05,5595.0
Primary Transit,2.51,1.255,5.857487,0.0643,2019,336.0,1.249,1.551,6029.0
Primary Transit,3.16,1.36,2.056014,,2022,,1.085,1.245,6420.0
Primary Transit,2.3,1.875,1.902603,0.039,2021,,1.79,1.95,7300.0
Primary Transit,1.18,1.286,2.0845435,0.0318,2020,362.1,0.948,1.167,5404.0
Primary Transit,0.99,1.239,5.331751,0.06864,2021,336.0,1.517,2.186,5948.0
Primary Transit,0.6963,0.9225,8.7099,0.08258,2024,159.748,0.989,1.593,5597.0
Primary Transit,0.01545,0.1597,0.989343,0.01545,2021,35.274,0.502,0.45,3550.0
Primary Transit,1.22,1.489,4.231306,0.058,2019,416.7,1.4352,1.648,6495.0
Primary Transit,0.0132,0.214,2.68005,,2022,111.75,,,
Primary Transit,0.0434,0.1838,10.98462,0.103,2022,165.72,1.21,1.316,6170.0
Primary Transit,0.58,0.97,40.7750145,0.249,2022,165.72,1.21,1.316,6170.0
Primary Transit,0.01001,0.13079,4.8026,0.03144,2023,,0.18,0.213,3224.0
Primary Transit,0.025,0.232,3.05752578,0.036,2022,,,,
Primary Transit,0.00979,0.1311,0.66813924,0.012,2021,37.609,0.495,0.492,3434.0
Primary Transit,0.0459,0.2614,16.7369,0.126,2024,111.445,1.03,1.0,5760.0
Primary Transit,0.0088,0.1258,1.7666957,0.0226,2022,30.8,0.49,0.46,3499.0
Primary Transit,0.0809,0.48702,3.77018,,2022,124.2,,,
Primary Transit,0.0182,0.17,3.1342788,0.033548,2022,44.99,0.54,0.53,3630.0
Primary Transit,0.1787,0.2891,2.50031,0.0235,2022,65.03,0.255,0.2775,3185.0
Primary Transit,0.791,1.086,2.2554477,0.03524,2020,412.5,1.147,1.288,5880.0
Primary Transit,0.0579,0.4595,24.283385,0.164,2022,81.1376,0.984,0.968,5665.0
Primary Transit,0.0151,0.2471,8.0824,0.081,2024,104.16,,,5878.0
Primary Transit,0.0327,3.0,13.72641,0.114,2024,100.727,1.03,1.09,
Primary Transit,0.08426,0.4505,3.49151,0.0391,2020,60.8,0.646,0.6243,3980.0
Primary Transit,5.41,0.965,9.47721,0.0913,2019,336.47,1.124,1.774,5644.0
Primary Transit,0.0374,0.2721,7.073091,,2019,88.9482,1.0,1.408,5656.0
Primary Transit,0.013,0.15122,8.303342,0.0742,2023,70.98,0.79,0.751,4922.0
Primary Transit,0.06,0.124,2.38839,0.0291,2021,99.56,0.58,0.55,3985.0
Primary Transit,0.0066,0.1891,4.4929,0.0443,2021,99.56,0.58,0.55,3985.0
Primary Transit,0.0135,0.2248,9.0497,0.0707,2021,99.56,0.58,0.55,3985.0
Primary Transit,0.0538,0.2489,37.468489,0.2115,2024,113.6,1.15,1.17,6116.0
Primary Transit,0.0522,0.2088,5.3846104,0.059,2024,226.7,1.02,0.95,5700.0
Primary Transit,0.0217,0.303,20.705127,0.138,2024,96.62,0.88,0.8,5170.0
Primary Transit,0.0214,0.273,18.849975,0.1176,2022,40.12,0.61,0.6,4036.0
Primary Transit,0.302,0.776,10.2405549,0.082,2024,149.23,0.9,0.84,5251.0
Primary Transit,0.0044,0.125,2.799868,0.0378,2024,44.65,1.02,0.95,5724.0
Primary Transit,0.02637,0.24133,6.527282,0.072,2024,99.0,1.17,1.31,6046.0
Primary Transit,0.7,1.4,3.208666,0.04873,2021,223.55,1.499,2.172,5984.0
Primary Transit,0.00472,0.10278,1.914558,0.02607,2020,63.0,0.65,0.651,4316.0
Primary Transit,0.01501,0.1489,3.23845,0.037,2018,63.0,0.65,0.651,4316.0
Primary Transit,0.00947,0.22946,6.5577,0.0592,2018,63.0,0.65,0.651,4316.0
Primary Transit,0.01214,0.1969,9.961881,0.0783,2020,63.0,0.65,0.651,4316.0
Primary Transit,0.02429,0.20403,15.231915,0.1039,2019,63.0,0.65,0.651,4316.0
Primary Transit,0.0124,0.256,20.7095,0.1275,2020,63.0,0.65,0.651,4316.0
Primary Transit,0.0274,0.27,8.765528,0.082,2024,135.8,1.02,1.3,5707.0
Primary Transit,0.0205,0.2462,8.02154,0.074,2024,113.18,0.87,0.78,5165.0
Primary Transit,0.0176,0.125,0.4378146,0.0107,2024,113.18,0.87,0.78,5165.0
Primary Transit,0.013,0.1445,7.085738,0.071,2024,62.13,1.0,0.96,5690.0
Primary Transit,0.0758,0.2436,4.1374386,0.0476,2019,38.585,0.807,0.798,5083.0
Primary Transit,0.018214,0.1865,10.64396,0.078,2019,30.68,0.54,0.55,3815.0
Primary Transit,0.0324,0.2668,6.293287,0.06,2024,119.0,0.756,0.715,4687.0
Primary Transit,0.019,0.3827,12.885779,0.097,2024,119.0,0.756,0.715,4687.0
Primary Transit,,0.303,15.1454693,0.0877,2024,55.52,0.39,0.4,3272.0
Primary Transit,0.00809,0.1222,0.549374,0.012,2021,42.577,0.75,0.68,4757.0
Primary Transit,0.974,1.0,3.7130818,0.04393,2022,128.3,0.819,0.773,4673.0
Primary Transit,0.13,0.6183,4.53206,0.05578,2022,96.2338,0.781,0.74,4994.0
Primary Transit,2.3,1.12,4.8607,0.069,2022,250.0,1.04,1.51,5734.0
Primary Transit,0.2121,0.6727,38.8,0.212,2024,71.6456,0.77,0.822,4926.0
Primary Transit,0.0582,0.2346,22.80857,0.149,2024,59.485,0.85,0.8,5180.0
Primary Transit,0.1841,0.769,9.0941045,0.08587,2024,369.986,1.04,1.562,5809.0
Primary Transit,0.092,0.78188,20.38084,0.1577,2024,189.23,1.29,1.611,6369.0
Primary Transit,0.025,0.232,1.7727471,0.03089,2024,189.23,1.29,1.611,6369.0
Primary Transit,0.214,1.04,9.5739,0.1,2021,223.47,1.46,2.02,6230.0
Primary Transit,0.040571,0.324465,1.243702,,2019,165.105,0.82,0.84,4969.0
Primary Transit,1.133,1.65,1.36414864,0.02398,2024,,,,
Primary Transit,,0.87,63.3847,0.337,2023,223.5,1.29,1.36,6341.0
Primary Transit,0.0069,0.1169,1.062107,0.0204,2022,45.9,0.99,0.94,5752.0
Primary Transit,,0.5041,4.50638,0.0468,2022,115.369,0.492,0.494,3477.0
Primary Transit,1.6248,1.2187,6.54406,0.0728,2024,560.901,1.2,1.757,6232.0
Primary Transit,0.67,0.99,29.090312,0.1525,2020,128.4,0.627,0.607,3841.0
Primary Transit,2.01,1.247,0.94667944,0.01932,2022,418.7,1.072,1.08,5814.0
Primary Transit,,0.1285,10.2152,0.1,2023,27.726,0.467,0.44,3650.0
Primary Transit,22.1,1.22,4.0337142,0.0613,2023,517.0,1.86,2.3,7700.0
Primary Transit,0.17,0.81,104.87236,0.48,2023,101.7,0.936,0.82,5255.0
Primary Transit,0.0324,0.2355,3.098331,0.0426,2022,173.6,1.074,1.113,5607.0
Primary Transit,0.2382,0.711,9.1270553,0.0875,2022,173.6,1.074,1.113,5607.0
Primary Transit,1.286,1.054,141.834025,0.5516,2023,108.26,1.112,1.075,5929.0
Primary Transit,0.0418,0.3024,3.3452,0.03,2023,47.32,0.342,0.333,3194.0
Primary Transit,0.0289,0.2025,7.435583,,2019,28.0,0.66,0.62,4219.0
Primary Transit,0.0113,0.1374,11.244,,2023,28.0,0.66,0.62,4219.0
Primary Transit,0.1089,0.505,15.3444,0.1203,2024,198.0,0.987,1.797,5588.0
Primary Transit,0.42,1.0,52.97818,0.3,2021,114.2,1.316,1.317,6394.0
Primary Transit,4.4,1.12,8.872086,0.089,2022,339.0,1.32,1.56,5880.0
Primary Transit,,0.107,52.0,,2018,24.79,,,3209.0
Primary Transit,0.6639,1.1316,9.077534,0.093,2024,366.962,1.157,1.723,6125.85
Primary Transit,2.3,1.44,1.4971842,,2022,,1.153,1.237,6160.0
Primary Transit,,0.1838,13.79,0.19,2022,116.39,0.83,0.79,5185.0
Primary Transit,0.0138,0.1624,7.768915,0.0632,2023,52.93,0.559,0.535,3710.0
Primary Transit,0.0069,0.116,0.7363104,0.0112,2022,47.7,0.35,0.35,3383.0
Primary Transit,0.0107,0.2266,10.35523,0.088,2021,41.906,0.849,0.758,5200.0
Primary Transit,0.0145,0.2989,21.01549,0.1411,2021,41.906,0.849,0.758,5200.0
Primary Transit,0.023,0.2935,35.12551,0.1988,2021,41.906,0.849,0.758,5200.0
Primary Transit,0.016,0.182,10.50534,0.0752,2022,62.31,0.54,0.534,3800.0
Primary Transit,0.02121,0.2204,6.0784247,0.05006,2023,114.29,0.49,0.475,3550.0
Primary Transit,0.116,3.5,124.72997,0.472,2024,126.46,0.8,0.83,4902.0
Primary Transit,0.0129,0.1115,17.774872,0.101,2023,41.917,0.465,0.453,3662.0
Primary Transit,0.0233,0.1187,28.17221,0.137,2023,41.917,0.465,0.453,3662.0
Primary Transit,0.006,0.11089,3.1190633,0.025,2022,48.4809,0.218,0.25,3285.0
Primary Transit,0.0145,0.17076,6.38784,0.04,2022,48.4809,0.218,0.25,3285.0
Primary Transit,0.83,1.211,2.4545467,0.03515,2024,,,,
Primary Transit,5.02,1.347,0.67247414,,2021,264.0,1.447,1.698,6500.0
Primary Transit,0.0214,0.18931,5.7998164,0.0377,2024,32.183,0.21,0.245,3131.0
Primary Transit,0.02873,0.24,9.2292005,0.078,2019,22.62,0.69,0.77,4406.0
Primary Transit,0.1318,0.6486,95.5,0.371,2023,22.62,0.69,0.77,4406.0
Primary Transit,0.0148,0.1865,7.85191,0.054,2022,33.36,0.34,0.34,3342.0
Primary Transit,0.076,0.2721,18.26157,0.133,2023,77.7,0.94,0.98,5659.0
Primary Transit,5.52,1.098,10.261131,0.11,2022,124.6,1.72,2.738,6189.0
Primary Transit,2.83,1.281,3.3773512,0.05064,2022,302.8,1.516,1.612,6630.0
Primary Transit,0.92,1.453,3.6240801,0.0513,2022,296.3,1.233,1.396,6280.0
Primary Transit,0.82,0.96,8.60077,0.074,2022,200.0,1.12,1.41,5673.0
Primary Transit,0.0558,0.6861,17.0991,0.1293,2019,178.89,0.77,0.747,5045.0
Primary Transit,0.528,0.901,34.5507,0.2068,2019,178.89,0.77,0.747,5045.0
Primary Transit,2.755,1.01,260.158,0.828,2022,116.3,1.111,1.636,5695.0
Primary Transit,0.65,1.017,6.90683,,2021,,1.53,2.9,5966.0
Primary Transit,0.94,1.77,2.1225735,0.03319,2022,345.3,1.082,1.248,5966.0
Primary Transit,0.0145456,0.177466,15.337597,,2019,19.5711,0.74,0.681,4669.0
Primary Transit,0.082,0.3131,1.1947268,0.02234,2022,263.98,1.032,1.043,5634.0
Primary Transit,0.978,1.0,11.9101,0.09564,2021,235.93,0.823,0.794,5144.0
Primary Transit,0.64,0.995,8.001968,0.0854,2022,380.6,1.296,1.564,6101.0
Primary Transit,1.58,1.282,3.5315902,0.05,2022,352.5,,1.66,6228.0
Primary Transit,0.0179,0.19574,35.189346,0.145,2021,57.7911,0.33,0.311,3430.0
Primary Transit,0.011,0.1445,0.3524728,0.0097,2022,101.3,0.99,0.94,5534.0
Primary Transit,,0.1374,2.326318,0.02,2024,51.6,0.23,0.24,3200.0
Primary Transit,,0.2186,2.67963,0.05,2020,48.87,0.612,0.631,3943.0
Primary Transit,0.0614,0.1552,27.26955,0.1363,2021,42.409,0.454,0.464,3491.0
Primary Transit,0.005,0.1044,0.3862224,0.0086,2022,58.1,0.56,0.57,3813.0
Primary Transit,0.875,1.47,30.033302,0.199,2024,125.51,1.17,1.451,5733.0
Primary Transit,0.16,0.89,17.101966,,2024,,,,
Primary Transit,1.0,0.9,2.99432,,2022,,1.325,3.22,4780.0
Primary Transit,5.98,1.0,22.65398,0.158,2023,316.0,0.99,1.05,5581.0
Primary Transit,0.225,0.768,4.0197517,0.04871,2022,218.63,0.954,0.886,5306.0
Primary Transit,0.65,0.967,5.1750073,0.05649,2024,,,,
Primary Transit,9.3,0.93,13.33668,0.112,2023,509.0,1.04,1.1,5651.0
Primary Transit,0.17821,0.607,4.31361,0.0471,2024,134.6,0.75,0.69,4802.0
Primary Transit,5.76,1.046,5.4693827,0.05263,2024,211.4,0.645,0.62,3707.0
Primary Transit,0.009,0.1285,5.436098,0.0341,2020,38.11,0.179,0.211,3212.0
Primary Transit,1.966,1.025,2.13570304,0.0279,2024,187.0,0.635,0.611,3943.0
Primary Transit,0.0113,0.14381,1.273114,0.0212,2023,80.53,0.788,0.75,5080.0
Primary Transit,0.0211,0.1945,8.465651,0.0749,2024,80.53,0.788,0.75,5080.0
Primary Transit,0.0286,0.2623,3.0766896,0.0228,2021,55.6,0.162,0.202,3100.0
Primary Transit,0.0123,0.1499,0.7826942,0.0144,2022,59.5,0.65,0.68,4099.0
Primary Transit,,0.2569,18.75,0.1197,2024,59.5,0.65,0.68,4099.0
Primary Transit,3.0,0.88,8.275479,0.0831,2023,,,,
Primary Transit,0.93,1.34,5.842641,0.0684,2024,435.174,1.158,2.369,5707.0
Primary Transit,0.333,0.925,4.3474032,0.0543,2022,327.3,,1.92,5645.0
Primary Transit,0.0129,0.161,1.3060011,0.0202,2022,28.5,0.64,0.65,4072.0
Primary Transit,,0.1445,0.2242,0.006227,2022,36.0559,0.64,0.676,4079.0
Primary Transit,0.01284,0.2105,15.66858,0.105,2019,23.9258,0.66,0.732,
Primary Transit,0.006,0.12267,0.3711281,0.0064,2022,48.6,0.25,0.27,3330.0
Primary Transit,0.04188,0.2525,3.73659,0.0482,2024,112.958,1.05,1.32,6005.0
Primary Transit,0.02847,0.2632,19.104718,,2019,36.6113,0.66,0.675,4195.0
Primary Transit,2.41,1.08,11.23479,0.109,2024,397.953,1.16,1.72,6016.4
Primary Transit,5.21,1.0,10.655661,0.1167,2022,285.1,1.86,2.358,7360.0
Primary Transit,0.10893,0.5406,3.738252,0.0491,2023,277.0,1.12,1.26,5905.0
Primary Transit,1.0,0.2444,4.93777,0.05741,2020,99.52,1.036,0.881,5875.0
Primary Transit,0.64,1.0,7.18585,0.073,2023,438.8,1.01,1.12,5831.0
Primary Transit,0.084,0.774,23.2856,0.1511,2022,395.398,0.849,0.785,5096.0
Primary Transit,0.657,0.904,49.2519,0.249,2022,395.398,0.849,0.785,5096.0
Primary Transit,2.34,1.03,64.5949,0.327,2024,296.271,,,
Primary Transit,1.3,1.0,94.1022,0.3715,2024,182.4,0.77,0.77,4843.0
Primary Transit,,0.2453,7.994037,,2022,,1.055,1.253,
